Program Number,Program Name,Fiscal Year,Agency,CFDA Obligations,USASpending Obligations,Delta,Percent under/over reported
14.524,Transformation Initiative Research Grants: Natural Experiments,2011,Department of Housing and Urban Development,0.00,,0.00,0.00
14.525,Transformation Initiative Research Grants: Demonstration and Related Small Grants,2011,Department of Housing and Urban Development,0.00,,0.00,0.00
14.862,Indian Community Development Block Grant Program,2011,Department of Housing and Urban Development,65000000.00,,-65000000.00,-1.00
14.866,Demolition and Revitalization of Severely Distressed Public Housing,2011,Department of Housing and Urban Development,0.00,1840.00,1840.00,
14.870,Resident Opportunity and Supportive Services - Service Coordinators,2011,Department of Housing and Urban Development,0.00,98393.00,98393.00,
14.873,Native Hawaiian Housing Block Grants,2011,Department of Housing and Urban Development,10000000.00,180.00,-9999820.00,-1.00
14.877,Public Housing Family Self-Sufficiency under Resident Opportunity and Supportive Services,2011,Department of Housing and Urban Development,0.00,,0.00,0.00
14.878,Affordable Housing Development in Main Street Rejuvenation Projects,2011,Department of Housing and Urban Development,4000000.00,,-4000000.00,-1.00
14.882,Native American Housing Block Grants (Formula) Recovery Act Funded,2011,Department of Housing and Urban Development,0.00,65284.00,65284.00,
14.886,Indian Community Development Block Grant Program  (Recovery Act Funded),2011,Department of Housing and Urban Development,0.00,,0.00,0.00
14.889,Choice Neighborhoods ,2011,Department of Housing and Urban Development,247500000.00,,-247500000.00,-1.00
14.890,Capital Fund Education and Training Community Facilities,2011,Department of Housing and Urban Development,0.00,,0.00,0.00
14.900,Lead-Based Paint Hazard Control in Privately-Owned Housing,2011,Department of Housing and Urban Development,58000000.00,1085101.00,-56914899.00,-0.98
14.905,Lead Hazard Reduction Demonstration Grant Program,2011,Department of Housing and Urban Development,48000000.00,-644669.00,-48644669.00,-1.01
14.913,Healthy Homes Production Grant Program,2011,Department of Housing and Urban Development,17000000.00,,-17000000.00,-1.00
15.028,Tribally Controlled Community College Endowments,2011,Department of the Interior,107000.00,,-107000.00,-1.00
15.043,Indian Child and Family Education,2011,Department of the Interior,7250000.00,,-7250000.00,-1.00
15.046,Administrative Cost Grants for Indian Schools,2011,Department of the Interior,43373000.00,,-43373000.00,-1.00
15.114,Indian Education_Higher Education Grant Program,2011,Department of the Interior,30946061.00,,-30946061.00,-1.00
15.141,Indian Housing Assistance,2011,Department of the Interior,6886232.00,,-6886232.00,-1.00
15.144,Indian Child Welfare Act_Title II Grants,2011,Department of the Interior,9427318.00,,-9427318.00,-1.00
15.146,Ironworker Training Program,2011,Department of the Interior,1400000.00,,-1400000.00,-1.00
15.147,Tribal Courts_Trust Reform Initiative,2011,Department of the Interior,15904.00,,-15904.00,-1.00
15.222,Cooperative Inspection Agreements with States and Tribes,2011,Department of the Interior,874700.00,,-874700.00,-1.00
15.224,Cultural Resource Management,2011,Department of the Interior,4500000.00,306893.00,-4193107.00,-0.93
15.225,Recreation Resource Management,2011,Department of the Interior,3475000.00,243793.00,-3231207.00,-0.93
15.228,National Fire Plan - Wildland Urban Interface Community Fire Assistance,2011,Department of the Interior,4200000.00,-37653.00,-4237653.00,-1.01
15.229,Wild Horse and Burro Resource Management,2011,Department of the Interior,2000000.00,,-2000000.00,-1.00
15.230,Invasive and Noxious Plant Management,2011,Department of the Interior,3500000.00,105249.00,-3394751.00,-0.97
15.231,"Fish, Wildlife and Plant Conservation Resource Management",2011,Department of the Interior,5000000.00,1619213.00,-3380787.00,-0.68
15.232,Wildland Fire Research and Studies Program,2011,Department of the Interior,3765000.00,,-3765000.00,-1.00
15.233,Forests and Woodlands Resource Management,2011,Department of the Interior,1000000.00,-15982.00,-1015982.00,-1.02
15.234,Secure Rural Schools and Community Self-Determination,2011,Department of the Interior,7400000.00,12541.00,-7387459.00,-1.00
15.235,Southern Nevada Public Land Management,2011,Department of the Interior,10300000.00,5113116.00,-5186884.00,-0.50
15.236,Environmental Quality and Protection Resource Management,2011,Department of the Interior,3000000.00,-163001.00,-3163001.00,-1.05
15.237,Rangeland Resource Management,2011,Department of the Interior,920000.00,-9511.00,-929511.00,-1.01
15.238,Challenge Cost Share,2011,Department of the Interior,3000000.00,48000.00,-2952000.00,-0.98
15.239,Management Initiatives,2011,Department of the Interior,500000.00,,-500000.00,-1.00
15.240,Helium Resource Management,2011,Department of the Interior,7056000.00,6720000.00,-336000.00,-0.05
15.250,Regulation of Surface Coal Mining and Surface Effects of Underground Coal Mining,2011,Department of the Interior,60323518.00,4988401.00,-55335117.00,-0.92
15.253,Not-for-Profit AMD Reclamation,2011,Department of the Interior,1400000.00,384408.00,-1015592.00,-0.73
15.255,Applied Science Program Cooperative Agreements Related to Coal Mining and Reclamation,2011,Department of the Interior,1400000.00,598188.00,-801812.00,-0.57
15.407,Keweenaw National Historical Park (NHP) and Keweenaw NHP Advisory Commission Partner Enhancement Grants,2011,Department of the Interior,0.00,,0.00,0.00
15.422,Louisiana State University (LSU) Coastal Marine Institute  (CMI),2011,Department of the Interior,0.00,,0.00,0.00
15.506,Water Desalination Research and Development Program,2011,Department of the Interior,1500000.00,,-1500000.00,-1.00
15.507,Water 2025,2011,Department of the Interior,27000000.00,,-27000000.00,-1.00
15.508,Providing Water to At-Risk Natural Desert Terminal Lakes,2011,Department of the Interior,60000000.00,,-60000000.00,-1.00
15.509,Colorado River Basin Salinity Control Program,2011,Department of the Interior,10000000.00,,-10000000.00,-1.00
15.510,Colorado Ute Indian Water Rights Settlement Act,2011,Department of the Interior,5628000.00,,-5628000.00,-1.00
15.511,Cultural Resources Management,2011,Department of the Interior,531682.00,,-531682.00,-1.00
15.512,"Central Valley Project Improvement Act, Title XXXIV",2011,Department of the Interior,23000000.00,,-23000000.00,-1.00
15.513,Dutch John Federal Property and Disposition  Assistance Act,2011,Department of the Interior,389965.00,,-389965.00,-1.00
15.514,Reclamation States Emergency Drought Relief,2011,Department of the Interior,380000.00,,-380000.00,-1.00
15.516,Fort Peck Reservation Rural Water System ,2011,Department of the Interior,2000000.00,,-2000000.00,-1.00
15.517,Fish and Wildlife Coordination Act,2011,Department of the Interior,39000000.00,,-39000000.00,-1.00
15.518,Garrison Diversion Unit,2011,Department of the Interior,32000000.00,,-32000000.00,-1.00
15.519,"Indian Tribal Water Resources Development, Management, and Protection",2011,Department of the Interior,2000000.00,,-2000000.00,-1.00
15.520,Lewis and Clark Rural Water System ,2011,Department of the Interior,10000000.00,,-10000000.00,-1.00
15.521,Lower Rio Grande Valley Water Resources Conservation and Improvement,2011,Department of the Interior,50000.00,,-50000.00,-1.00
15.522,Mni Wiconi Rural Water Supply Project,2011,Department of the Interior,20280000.00,,-20280000.00,-1.00
15.523,Perkins County Rural Water System,2011,Department of the Interior,40000.00,,-40000.00,-1.00
15.524,Recreation Resources Management,2011,Department of the Interior,1967000.00,,-1967000.00,-1.00
15.525,Rocky Boy's/North Central Montana Regional Water System ,2011,Department of the Interior,1000000.00,,-1000000.00,-1.00
15.526,San Gabriel Basin Restoration Project,2011,Department of the Interior,0.00,,0.00,0.00
15.527,"San Luis Unit, Central Valley Project",2011,Department of the Interior,4800000.00,,-4800000.00,-1.00
15.528,St. Mary Storage Unit Facilities Rehabilitation Project,2011,Department of the Interior,0.00,,0.00,0.00
15.529,Upper Colorado and San Juan River Basins Endangered Fish Recovery Programs,2011,Department of the Interior,2500000.00,,-2500000.00,-1.00
15.530,Water Conservation Field Services Program (WCFSP),2011,Department of the Interior,3000000.00,,-3000000.00,-1.00
15.531,Yakima River Basin Water Enhancement Project (YRBWEP),2011,Department of the Interior,8700000.00,,-8700000.00,-1.00
15.532,"Central Valley Project, Trinity River Division, Trinity River  Fish and Wildlife Management",2011,Department of the Interior,4000000.00,,-4000000.00,-1.00
15.533,California Water Security and Environmental Enhancement,2011,Department of the Interior,6500000.00,,-6500000.00,-1.00
15.534,"Miscellaneous Public Law 93-638 Contracts, Grants, and Cooperative Agreements",2011,Department of the Interior,0.00,,0.00,0.00
15.535,Upper Colorado River Basin Fish and Wildlife Mitigation Program.,2011,Department of the Interior,37000.00,,-37000.00,-1.00
15.540,Lake Mead/Las Vegas Wash Program,2011,Department of the Interior,500000.00,,-500000.00,-1.00
15.614,"Coastal Wetlands Planning, Protection and Restoration Act",2011,Department of the Interior,19100000.00,,-19100000.00,-1.00
15.615,Cooperative Endangered Species Conservation Fund,2011,Department of the Interior,82146000.00,,-82146000.00,-1.00
15.616,Clean Vessel Act,2011,Department of the Interior,12865000.00,,-12865000.00,-1.00
15.619,Rhinoceros and Tiger Conservation Fund,2011,Department of the Interior,3000000.00,,-3000000.00,-1.00
15.620,African Elephant Conservation Fund,2011,Department of the Interior,2000000.00,,-2000000.00,-1.00
15.621,Asian Elephant Conservation Fund,2011,Department of the Interior,2000000.00,,-2000000.00,-1.00
15.622,Sportfishing and Boating Safety Act,2011,Department of the Interior,12865000.00,,-12865000.00,-1.00
15.623,North American Wetlands Conservation Fund,2011,Department of the Interior,83568177.00,,-83568177.00,-1.00
15.628,Multistate Conservation Grant Program,2011,Department of the Interior,6000000.00,,-6000000.00,-1.00
15.629,Great Apes Conservation Fund,2011,Department of the Interior,2500000.00,,-2500000.00,-1.00
15.633,Landowner Incentive Program,2011,Department of the Interior,17554119.00,,-17554119.00,-1.00
15.635,Neotropical Migratory Bird Conservation ,2011,Department of the Interior,3880000.00,,-3880000.00,-1.00
15.636,Alaska Subsistence Management,2011,Department of the Interior,3393599.00,,-3393599.00,-1.00
15.637,Migratory Bird Joint Ventures,2011,Department of the Interior,4000000.00,,-4000000.00,-1.00
15.639,Tribal Wildlife Grants Program,2011,Department of the Interior,7000000.00,,-7000000.00,-1.00
15.640,Wildlife Without Borders- Latin America and the Caribbean ,2011,Department of the Interior,1000000.00,,-1000000.00,-1.00
15.641,Wildlife Without Borders-Mexico ,2011,Department of the Interior,600000.00,,-600000.00,-1.00
15.642,Challenge Cost Share,2011,Department of the Interior,6400000.00,,-6400000.00,-1.00
15.643,Alaska Migratory Bird Co-Management Council,2011,Department of the Interior,218600.00,,-218600.00,-1.00
15.645,Marine Turtle Conservation Fund,2011,Department of the Interior,2000000.00,,-2000000.00,-1.00
15.648,Central Valley Project Improvement  (CVPI) Anadromous Fish Restoration Program (AFRP),2011,Department of the Interior,2983894.00,,-2983894.00,-1.00
15.649,Service Training and Technical Assistance (Generic Training),2011,Department of the Interior,1500000.00,,-1500000.00,-1.00
15.650,Research Grants (Generic),2011,Department of the Interior,1500000.00,,-1500000.00,-1.00
15.651,Wildlife Without Borders-Africa Program,2011,Department of the Interior,500000.00,,-500000.00,-1.00
15.652,Undesirable/Noxious Plant Species,2011,Department of the Interior,200600.00,,-200600.00,-1.00
15.653,National Outreach and Communication Program,2011,Department of the Interior,12514238.00,,-12514238.00,-1.00
15.654,"Visitor Facility Enhancements -  Vehicle Pullouts, Interpretive Trails, and Kiosks",2011,Department of the Interior,12882000.00,,-12882000.00,-1.00
15.655,"Migratory Bird Monitoring, Assessment and Conservation",2011,Department of the Interior,3300000.00,,-3300000.00,-1.00
15.656,"Recovery Act Funds - Habitat Enhancement, Restoration and Improvement.",2011,Department of the Interior,0.00,,0.00,0.00
15.807,Earthquake Hazards Reduction Program,2011,Department of the Interior,7000000.00,9060242.00,2060242.00,0.29
15.808,U.S. Geological Survey_ Research and Data Collection,2011,Department of the Interior,41000000.00,3401414.00,-37598586.00,-0.92
15.810,National Cooperative Geologic Mapping Program,2011,Department of the Interior,7510022.00,,-7510022.00,-1.00
15.811,Gap Analysis Program  ,2011,Department of the Interior,1500000.00,,-1500000.00,-1.00
15.812,Cooperative Research Units Program ,2011,Department of the Interior,20000000.00,502436.00,-19497564.00,-0.97
15.813,Cooperative Research Units Training Program,2011,Department of the Interior,150000.00,,-150000.00,-1.00
15.814,National Geological and Geophysical Data Preservation Program,2011,Department of the Interior,638000.00,,-638000.00,-1.00
15.815,National Land Remote Sensing_Education Outreach and Research,2011,Department of the Interior,967400.00,,-967400.00,-1.00
